file,split,category,sr,dur_s,speech_frac,flat_top,hard_flat,dc,head_rms,tail_rms
RigVeda_Part_016_0097.wav,test,stratified,16000,8.628,0.958,0.0,0.0,0.0049,-38.7,-39.0
RigVeda_Part_016_0100.wav,train,stratified,16000,6.611,0.936,0.0,0.0,0.0048,-33.4,-39.1
RigVeda_Part_016_0113.wav,validation,borderline,16000,14.957,0.916,0.0,0.0,0.0047,-39.5,-38.6
RigVeda_Part_016_0140.wav,train,borderline,16000,7.868,0.908,1e-05,0.0,0.0048,-38.4,-38.8
RigVeda_Part_016_0174.wav,validation,borderline,16000,15.829,0.922,0.0,0.0,0.0049,-38.1,-38.0
RigVeda_Part_016_0176.wav,train,clipped,16000,8.242,0.931,1e-05,0.0,0.0048,-38.7,-38.9
RigVeda_Part_019_0193.wav,validation,stratified,16000,3.313,0.873,0.0,0.0,0.0013,-42.5,-41.1
RigVeda_Part_020_0292.wav,train,stratified,16000,5.151,0.918,0.0,0.0,0.0002,-44.9,-44.4
RigVeda_Part_020_0303.wav,test,stratified,16000,5.103,0.912,0.0,0.0,0.0002,-45.6,-44.7
RigVeda_Part_020_0311.wav,train,stratified,16000,5.56,0.924,0.0,0.0,0.0002,-45.8,-45.6
RigVeda_Part_021_0172.wav,validation,stratified,16000,7.665,0.949,0.0,0.0,0.0001,-50.7,-49.6
RigVeda_Part_022_0232.wav,train,stratified,16000,8.039,0.948,0.0,0.0,0.0001,-48.2,-47.8
RigVeda_Part_023_0112.wav,test,stratified,16000,2.796,0.871,0.0,0.0,0.0002,-50.3,-48.3
RigVeda_Part_024_0009.wav,validation,stratified,16000,5.012,0.928,0.0,0.0,0.0001,-47.9,-46.9
RigVeda_Part_024_0189.wav,test,stratified,16000,6.873,0.93,0.0,0.0,0.0002,-44.2,-43.0
RigVeda_Part_025_0185.wav,train,stratified,16000,7.698,0.941,0.0,0.0,0.0002,-46.8,-47.7
RigVeda_Part_025_0237.wav,train,stratified,16000,8.094,0.955,0.0,0.0,0.0002,-46.4,-48.0
RigVeda_Part_027_0028.wav,train,stratified,16000,5.458,0.934,0.0,0.0,0.0001,-58.2,-50.1
RigVeda_Part_027_0034.wav,validation,stratified,16000,6.826,0.952,0.0,0.0,0.0,-56.1,-52.0
RigVeda_Part_028_0001.wav,train,quiet,16000,3.179,0.981,0.0,0.0,0.0003,-41.0,-41.1
RigVeda_Part_028_0259.wav,validation,stratified,16000,6.201,0.942,0.0,0.0,0.0002,-54.0,-51.2
RigVeda_Part_028_0376.wav,test,stratified,16000,6.283,0.938,0.0,0.0,0.0002,-53.3,-51.6
Rigvedha_001_0351.wav,validation,stratified,16000,2.858,1.0,0.0,0.0,0.0001,-16.1,-30.0
Rigvedha_002_0063.wav,validation,stratified,16000,3.362,0.955,0.0,0.0,0.0001,-16.7,-47.3
Rigvedha_002_0271.wav,train,stratified,16000,7.841,0.95,0.0,0.0,0.0001,-22.3,-48.6
Rigvedha_003_0065.wav,test,stratified,16000,3.049,0.931,0.0,0.0,0.0001,-27.0,-46.8
Rigvedha_003_0255.wav,train,stratified,16000,7.212,0.963,0.0,0.0,0.0001,-18.8,-42.8
Rigvedha_003_0288.wav,test,stratified,16000,6.935,0.965,0.0,0.0,0.0001,-23.0,-45.4
Rigvedha_003_0372.wav,test,stratified,16000,6.322,0.962,0.0,0.0,0.0001,-14.9,-43.1
Rigvedha_004_0110.wav,test,stratified,16000,8.193,0.982,0.0,0.0,0.0001,-22.2,-41.6
Rigvedha_004_0353.wav,test,stratified,16000,9.215,0.958,0.0,0.0,0.0001,-22.6,-46.6
Rigvedha_004_0382.wav,validation,stratified,16000,8.416,0.975,0.0,0.0,0.0001,-21.7,-45.1
Rigvedha_006_0152.wav,train,stratified,16000,7.233,0.963,0.0,0.0,0.0001,-25.9,-42.0
Rigvedha_006_0154.wav,test,stratified,16000,6.739,0.955,0.0,0.0,0.0001,-22.5,-47.2
Rigvedha_007_0001.wav,train,quiet,16000,3.905,0.9,0.0,0.0,0.0005,-42.7,-42.0
Rigvedha_007_0231.wav,test,stratified,16000,5.791,0.995,0.0,0.0,0.0003,-25.4,-27.3
Rigvedha_007_0266.wav,test,stratified,16000,8.059,0.981,0.0,0.0,0.0003,-23.9,-24.5
Rigvedha_007_0336.wav,test,stratified,16000,6.845,0.956,0.0,0.0,0.0003,-25.5,-44.8
Rigvedha_008_0001.wav,train,quiet,16000,3.37,0.911,0.0,0.0,0.0004,-38.0,-46.1
Rigvedha_008_0328.wav,train,stratified,16000,8.246,0.964,0.0,0.0,0.0003,-44.3,-43.5
Rigvedha_009_0001.wav,train,quiet,16000,4.12,0.934,0.0,0.0,0.0003,-44.1,-41.9
Rigvedha_009_0101.wav,train,stratified,16000,5.866,0.949,0.0,0.0,0.0003,-34.7,-44.3
Rigvedha_009_0134.wav,test,stratified,16000,7.55,0.924,0.0,0.0,0.0003,-44.2,-42.6
Rigvedha_009_0326.wav,validation,stratified,16000,7.595,0.949,0.0,0.0,0.0003,-44.7,-38.0
Rigvedha_010_0347.wav,train,stratified,16000,7.236,0.971,0.0,0.0,0.0002,-44.2,-15.6
Rigvedha_011_0001.wav,train,44.1k+quiet,44100,3.479,0.991,0.0,0.0,0.0002,-36.9,-41.2
Rigvedha_011_0034.wav,test,44.1k,44100,4.672,0.987,0.0,0.0,0.0002,-31.9,-38.7
Rigvedha_012_0001.wav,train,44.1k+quiet,44100,3.442,0.921,0.0,0.0,0.0003,-43.3,-45.9
Rigvedha_012_0200.wav,test,44.1k,44100,7.289,0.967,0.0,0.0,0.0003,-15.5,-46.4
Rigvedha_012_0308.wav,validation,44.1k,44100,6.51,0.986,0.0,0.0,0.0003,-25.1,-32.3
Rigvedha_013_0147.wav,train,44.1k,44100,8.085,0.993,0.0,0.0,0.0001,-15.0,-21.7
Rigvedha_013_0336.wav,train,44.1k,44100,7.419,0.96,0.0,0.0,0.0001,-31.3,-50.3
Rigvedha_013_0371.wav,train,44.1k,44100,7.413,0.988,0.0,0.0,0.0001,-24.7,-33.5
